Column1,Column2,Column3,Column1,Column2,Column3,,,
NAME,X,Y,NAME,CLUSTER,SUB-CLUSTER,,,
TYPE,numeric,numeric,TYPE,group,group,,,
CY89A_CD45_POS_6_G02_S170_comb,6.634699713,45.82502856,cy82-CD45-pos-2-F02-S542-comb,malignant,malignant,CY75_1_CD45_CD8_8__S372_comb,T,T
CY89A_CD45_POS_10_A11_S203_comb,40.74911063,-75.33797872,cy72-CD45-pos-B01-S877-comb,undefined,undefined,CY75_1_CD45_CD8_3__S178_comb,T,T
CY89A_Core_15_G06_S78_comb,-60.04881812,16.00621152,cy74-CD45-pos-A08-S680-comb,B,B,CY75_1_CD45_CD8_8__S315_comb,T,T
CY89A_CD45_POS_4_D08_S428_comb,-57.85405848,22.6692856,cy74-CD45-pos-E08-S728-comb,T,T,CY75_1_CD45_CD8_3__S135_comb,T,T
CY89A_CD45_POS_10_H07_S283_comb,12.2008161,39.0125109,cy72-CD45-pos-E10-S922-comb,B,B,CY75_1_CD45_CD8_7__S253_comb,T,T
CY89A_CD45_POS_6_B08_S116_comb,-56.79606262,24.3504146,cy53-1-CD45-pos-2-A03-S963-comb,T,T,CY75_1_CD45_CD8_7__S249_comb,T,T
CY89A_CD45_POS_6_B02_S110_comb,-50.43483702,15.50697662,cy53-1-CD45-neg-B05-S305-comb,undefined,undefined,CY75_1_CD45_CD8_8__S339_comb,T,T
CY89A_CD45_POS_4_G02_S458_comb,-55.23265618,19.03626285,cy58-1-CD45-pos-B04-S592-comb,T,T,CY75_1_CD45_CD8_7__S268_comb,T,T
CY89A_CD45_POS_6_G03_S171_comb,8.035629133,42.94407802,cy74-CD45-pos-G10-S754-comb,Macrophage,Macrophage,CY75_1_CD45_CD8_7__S279_comb,T,T
CY89A_CD45_POS_4_G01_S457_comb,3.608229895,40.90282089,cy72-CD45-pos-F02-S926-comb,B,B,CY75_1_CD45_CD8_3__S100_comb,T,T
CY89A_Core_15_E05_S53_comb,3.813918174,45.03849605,cy53-1-CD45-pos-2-H01-S1045-comb,T,T,CY75_1_CD45_CD8_1__S68_comb,T,T
CY89A_CD45_POS_6_G06_S174_comb,-28.28188648,-67.93725768,cy58-1-CD45-pos-H07-S667-comb,T,T,CY75_1_CD45_CD8_8__S382_comb,T,T
CY89A_Core_15_C12_S36_comb,27.78416453,-61.57750429,cy53-1-CD45-pos-1-F07-S67-comb,T,T,CY75_1_CD45_CD8_7__S215_comb,T,T
CY89A_Core_15_C08_S32_comb,11.95302785,41.27987436,cy72-CD45-pos-H06-S954-comb,T,T,CY75_1_CD45_CD8_7__S210_comb,T,T
CY89A_Core_15_C09_S33_comb,-62.78392164,17.62566224,cy82-CD45-pos-2-D12-S528-comb,malignant,malignant,CY75_1_CD45_CD8_7__S196_comb,T,T
CY89A_CD45_POS_6_D02_S134_comb,-65.21946817,18.82677637,cy53-1-CD45-pos-1-A03-S3-comb,Macrophage,Macrophage,CY75_1_CD45_CD8_1__S24_comb,T,T
CY89A_CD45_POS_4_E02_S434_comb,7.098208031,56.63401609,cy80-CD45-pos-PD1-pos-G11-S179-comb,T,T,CY75_1_CD45_CD8_8__S316_comb,T,T
CY89A_CD45_POS_4_D10_S430_comb,-47.7388258,-3.764321716,cy74-CD45-pos-D10-S718-comb,T,T,CY75_1_CD45_CD8_7__S260_comb,T,T
CY89A_CD45_POS_4_F07_S451_comb,34.10357032,-68.95015283,cy58-1-CD45-pos-G06-S654-comb,T,T,CY75_1_CD45_CD8_3__S157_comb,T,T
CY89A_Core_15_H12_S96_comb,6.797904277,55.89463582,cy53-1-CD45-neg-B04-S304-comb,CAF,CAF,CY75_1_CD45_CD8_8__S376_comb,T,T
CY89A_CD45_POS_6_F06_S162_comb,79.52764725,-17.86598059,cy82-CD45-neg-1-D01-S229-comb,undefined,undefined,CY75_1_CD45_CD8_7__S255_comb,T,T
CY89A_CD45_POS_10_B11_S215_comb,43.14443421,-74.17816296,cy53-1-CD45-pos-1-D09-S45-comb,T,T,CY75_1_CD45_CD8_7__S216_comb,T,T
CY89A_CD45_POS_6_D10_S142_comb,-57.60552117,26.49873381,cy80-CD45-pos-PD1-pos-D09-S141-comb,malignant,malignant,CY75_1_CD45_CD8_8__S378_comb,T,T
CY89A_Core_15_H02_S86_comb,29.30455052,-75.81770878,cy74-CD45-pos-G04-S748-comb,B,B,CY75_1_CD45_CD8_7__S208_comb,T,T
CY89A_Core_15_B05_S17_comb,-35.10369361,-35.09920272,cy80-CD45-pos-PD1-pos-D01-S133-comb,T,T,CY75_1_CD45_CD8_1__S70_comb,T,T
CY89A_Core_15_A07_S7_comb,8.510923168,53.81145625,cy74-CD45-pos-B10-S694-comb,undefined,undefined,CY75_1_CD45_CD8_7__S227_comb,T,T
CY89A_Core_15_B03_S15_comb,-21.6732485,-65.58879485,cy72-CD45-pos-D04-S904-comb,B,B,CY75_1_CD45_CD8_3__S119_comb,T,T
CY89A_CD45_POS_4_H03_S471_comb,1.952447912,26.62014073,cy72-CD45-pos-G01-S937-comb,B,B,CY75_1_CD45_CD8_8__S362_comb,T,T
CY89A_CD45_POS_4_F08_S452_comb,-56.32796911,21.68366002,cy53-1-CD45-pos-1-C12-S36-comb,T,T,CY75_1_CD45_CD8_8__S383_comb,T,T
CY89A_CD45_POS_4_A08_S392_comb,-42.92971756,-27.7473245,cy74-CD45-pos-D06-S714-comb,T,T,CY75_1_CD45_CD8_7__S245_comb,T,T
CY89A_Core_15_G12_S84_comb,7.627052092,56.06179128,cy80-CD45-pos-PD1-pos-A12-S108-comb,T,T,CY75_1_CD45_CD8_8__S342_comb,T,T
CY89A_CD45_POS_6_E01_S145_comb,5.385765485,-38.3098815,cy74-CD45-pos-H05-S761-comb,T,T,CY75_1_CD45_CD8_8__S361_comb,T,T
CY89A_CD45_POS_4_C04_S412_comb,-48.07999297,-30.21165346,cy53-1-CD45-pos-2-A11-S971-comb,undefined,undefined,CY75_1_CD45_CD8_1__S20_comb,T,T
CY89A_CD45_POS_4_C06_S414_comb,-22.07277772,-12.74426719,cy58-1-CD45-pos-E01-S625-comb,T,T,CY75_1_CD45_CD8_3__S138_comb,T,T
CY89A_Core_15_A01_S1_comb,-0.799677696,45.0627867,cy82-CD45-pos-2-D03-S519-comb,malignant,malignant,CY75_1_CD45_CD8_8__S289_comb,T,T
CY89A_CD45_POS_4_H10_S478_comb,-39.53959765,36.80691119,cy72-CD45-pos-D12-S912-comb,B,B,CY75_1_CD45_CD8_7__S241_comb,T,T
CY89A_Core_15_G07_S79_comb,6.47519178,49.4639091,cy74-CD45-pos-B08-S692-comb,T,T,CY75_1_CD45_CD8_3__S128_comb,T,T
CY89A_CD45_POS_6_D04_S136_comb,37.52378881,-16.08759964,cy72-CD45-pos-H02-S950-comb,T,T,CY75_1_CD45_CD8_3__S161_comb,T,T
CY89A_CD45_POS_6_B07_S115_comb,30.11410324,-73.07577084,cy58-1-CD45-pos-C05-S605-comb,B,B,CY75_1_CD45_CD8_1__S72_comb,T,T
CY89A_CD45_POS_6_C11_S131_comb,5.416739511,54.65806023,cy72-CD45-pos-F12-S936-comb,T,T,CY75_1_CD45_CD8_1__S42_comb,T,T
CY89A_CD45_POS_4_C02_S410_comb,5.646527899,62.17924142,cy53-1-CD45-pos-1-G04-S76-comb,T,T,CY75_1_CD45_CD8_1__S49_comb,T,T
CY89A_CD45_POS_10_G06_S270_comb,-50.2148468,22.89537941,cy58-1-CD45-pos-C02-S602-comb,T,T,CY75_1_CD45_CD8_3__S114_comb,T,T
CY89A_Core_15_G01_S73_comb,-41.59874346,34.18412814,cy72-CD45-pos-E11-S923-comb,T,T,CY75_1_CD45_CD8_7__S220_comb,T,T
CY89A_CD45_POS_4_E09_S441_comb,-32.34474899,-32.60301581,cy82-CD45-neg-3-D03-S807-comb,undefined,undefined,CY75_1_CD45_CD8_8__S299_comb,T,T
CY89A_CD45_POS_6_A11_S107_comb,27.40846387,-68.8289888,cy74-CD45-pos-C01-S697-comb,T,T,CY75_1_CD45_CD8_3__S97_comb,T,T
CY89A_CD45_POS_4_F04_S448_comb,71.87042146,-16.52982584,cy58-1-CD45-pos-G07-S655-comb,T,T,CY75_1_CD45_CD8_1__S62_comb,T,T
CY89A_CD45_POS_4_A09_S393_comb,-46.20066124,-3.048189367,cy53-1-CD45-neg-F07-S355-comb,malignant,malignant,CY75_1_CD45_CD8_3__S171_comb,T,T
CY89A_CD45_POS_4_G09_S465_comb,44.15706448,-59.16482839,cy58-1-CD45-pos-F07-S643-comb,T,T,CY75_1_CD45_CD8_7__S236_comb,T,T
CY89A_CD45_POS_10_A10_S202_comb,5.46338832,52.67179326,cy74-CD45-pos-F09-S741-comb,T,T,CY75_1_CD45_CD8_1__S53_comb,T,T
CY89A_CD45_POS_4_C05_S413_comb,-31.14951922,35.45814461,cy82-CD45-pos-2-D04-S520-comb,T,T,CY75_1_CD45_CD8_1__S77_comb,T,T
CY89A_Core_15_C04_S28_comb,44.00856114,-69.2828761,cy72-CD45-pos-G04-S940-comb,B,B,CY75_1_CD45_CD8_1__S87_comb,T,T
CY89A_CD45_POS_10_A02_S194_comb,57.04382402,-14.46381414,cy72-CD45-pos-E02-S914-comb,B,B,CY75_1_CD45_CD8_3__S147_comb,T,T
CY89A_Core_15_F12_S72_comb,-33.5715546,37.95516714,cy58-1-CD45-pos-C10-S610-comb,T,T,CY75_1_CD45_CD8_8__S302_comb,T,T
CY89A_CD45_POS_6_F01_S157_comb,-43.63157223,58.13957993,cy80-CD45-pos-PD1-pos-G04-S172-comb,T,T,CY75_1_CD45_CD8_7__S263_comb,T,T
CY89A_Core_15_G02_S74_comb,43.28214528,-69.68476412,cy58-1-CD45-pos-H10-S670-comb,T,T,CY75_1_CD45_CD8_1__S67_comb,T,T
CY89A_Core_15_G11_S83_comb,-50.77286849,20.33158298,cy80-CD45-pos-PD1-pos-E06-S150-comb,T,T,CY75_1_CD45_CD8_8__S327_comb,T,T
CY89A_Core_15_A05_S5_comb,45.32266182,-61.2244885,cy53-1-CD45-pos-1-G03-S75-comb,T,T,CY75_1_CD45_CD8_8__S367_comb,T,T
CY89A_CD45_POS_4_F09_S453_comb,80.48623287,-19.22455402,cy72-CD45-pos-F05-S929-comb,T,T,CY75_1_CD45_CD8_8__S326_comb,T,T
CY89A_CD45_POS_4_B02_S398_comb,41.36659512,-75.62987916,cy53-1-CD45-pos-2-B04-S976-comb,T,T,CY75_1_CD45_CD8_3__S190_comb,T,T
CY89A_CD45_POS_6_C04_S124_comb,30.29182471,-75.12181373,cy53-1-CD45-pos-1-B12-S24-comb,T,T,CY75_1_CD45_CD8_3__S170_comb,T,T
CY89A_Core_15_E11_S59_comb,34.33073506,-72.47766383,cy53-1-CD45-pos-2-D09-S1005-comb,Macrophage,Macrophage,CY75_1_CD45_CD8_3__S124_comb,T,T
CY89A_CD45_POS_6_D09_S141_comb,3.935690374,48.4242355,cy53-1-CD45-pos-2-D08-S1004-comb,T,T,CY75_1_CD45_CD8_8__S352_comb,T,T
CY89A_CD45_POS_10_H04_S280_comb,-44.77868763,-26.38942153,cy80-CD45-pos-PD1-pos-B01-S109-comb,T,T,CY75_1_CD45_CD8_7__S262_comb,T,T
CY89A_Core_15_B09_S21_comb,24.73419115,-69.68019319,cy82-CD45-pos-2-B10-S502-comb,T,T,CY75_1_CD45_CD8_8__S312_comb,T,T
CY89A_Core_15_G10_S82_comb,-51.94494347,-1.383818685,cy74-CD45-pos-D07-S715-comb,T,T,CY75_1_CD45_CD8_8__S328_comb,T,T
CY89A_Core_15_D11_S47_comb,40.55036331,-76.82769823,cy72-CD45-pos-G06-S942-comb,T,T,CY75_1_CD45_CD8_8__S291_comb,T,T
CY89A_CD45_POS_6_C02_S122_comb,-0.975518168,19.11565903,cy58-1-CD45-pos-F06-S642-comb,T,T,CY75_1_CD45_CD8_8__S320_comb,T,T
CY89A_CD45_POS_4_A02_S386_comb,1.685347067,25.40179017,cy72-CD45-pos-C04-S892-comb,T,T,CY75_1_CD45_CD8_3__S116_comb,T,T
CY89A_CD45_POS_6_B10_S118_comb,-0.584371794,17.99079879,cy53-1-CD45-pos-2-H09-S1053-comb,undefined,undefined,CY75_1_CD45_CD8_3__S137_comb,T,T
CY89A_Core_15_F01_S61_comb,7.588405669,47.86702648,cy72-CD45-pos-E05-S917-comb,T,T,CY75_1_CD45_CD8_7__S202_comb,T,T
CY89A_CD45_POS_6_E10_S154_comb,-61.26002288,20.58162909,cy72-CD45-pos-D01-S901-comb,T,T,CY75_1_CD45_CD8_7__S209_comb,T,T
CY89A_CD45_POS_6_B06_S114_comb,-53.4863418,18.32476634,cy53-1-CD45-neg-E03-S339-comb,Endothelial,Endothelial,CY75_1_CD45_CD8_3__S99_comb,T,T
CY89A_Core_15_C02_S26_comb,-51.23248586,-2.761986378,cy58-1-CD45-pos-A12-S588-comb,T,T,CY75_1_CD45_CD8_3__S133_comb,T,T
CY89A_CD45_POS_10_G02_S266_comb,-5.812237303,8.692417118,cy53-1-CD45-neg-C09-S321-comb,malignant,malignant,CY75_1_CD45_CD8_1__S43_comb,T,T
CY89A_CD45_POS_6_H08_S188_comb,8.070425908,44.59083655,cy82-CD45-neg-3-C08-S800-comb,CAF,CAF,CY75_1_CD45_CD8_7__S269_comb,T,T
CY89A_CD45_POS_10_B06_S210_comb,57.08364364,-14.44200377,cy53-1-CD45-neg-F08-S356-comb,malignant,malignant,CY75_1_CD45_CD8_3__S179_comb,T,T
CY89A_Core_15_H07_S91_comb,-60.50405609,17.91350385,cy53-1-CD45-pos-2-D10-S1006-comb,Macrophage,Macrophage,CY75_1_CD45_CD8_3__S164_comb,T,T
CY89A_CD45_POS_6_C06_S126_comb,8.945161151,41.14539366,cy53-1-CD45-pos-1-B02-S14-comb,undefined,undefined,CY75_1_CD45_CD8_7__S217_comb,T,T
CY89A_CD45_POS_10_B12_S216_comb,-29.70065452,15.84136866,cy53-1-CD45-pos-1-C11-S35-comb,T,T,CY75_1_CD45_CD8_7__S231_comb,T,T
CY89A_Core_15_A11_S11_comb,-58.33225442,20.0186426,cy80-CD45-pos-PD1-pos-D05-S137-comb,T,T,CY75_1_CD45_CD8_7__S230_comb,T,T
CY89A_Core_15_D01_S37_comb,8.4391804,55.01623942,cy53-1-CD45-pos-1-F03-S63-comb,T,T,CY75_1_CD45_CD8_3__S105_comb,T,T
CY89A_CD45_POS_4_E01_S433_comb,-59.87555495,22.68841972,cy74-CD45-pos-E10-S730-comb,T,T,CY75_1_CD45_CD8_8__S335_comb,T,T
CY89A_CD45_POS_6_F08_S164_comb,-6.707634517,8.230410874,cy58-1-CD45-pos-D11-S623-comb,undefined,undefined,CY75_1_CD45_CD8_1__S4_comb,T,T
CY89A_CD45_POS_6_A02_S98_comb,41.14562223,-74.19468211,cy53-1-CD45-pos-1-F09-S69-comb,T,T,CY75_1_CD45_CD8_1__S17_comb,T,T
CY89A_CD45_POS_10_B07_S211_comb,-58.51013803,13.37450927,cy80-CD45-pos-PD1-pos-E12-S156-comb,T,T,CY75_1_CD45_CD8_7__S214_comb,T,T
CY89A_Core_15_B12_S24_comb,-51.41215854,26.94138853,cy72-CD45-pos-C09-S897-comb,T,T,CY75_1_CD45_CD8_3__S172_comb,T,T
CY89A_CD45_POS_6_H09_S189_comb,43.41499587,-58.39861471,cy58-1-CD45-pos-A08-S584-comb,T,T,CY75_1_CD45_CD8_1__S33_comb,T,T
CY89A_CD45_POS_4_A11_S395_comb,42.67134037,-75.92106832,cy58-1-CD45-pos-B01-S589-comb,T,T,CY75_1_CD45_CD8_8__S375_comb,T,T
CY89A_Core_15_D12_S48_comb,-0.397097298,43.81458117,cy74-CD45-pos-G01-S745-comb,T,T,CY75_1_CD45_CD8_7__S238_comb,T,T
CY89A_CD45_POS_4_H11_S479_comb,-62.38358975,17.74703012,cy58-1-CD45-pos-E06-S630-comb,T,T,CY75_1_CD45_CD8_8__S321_comb,T,T
CY89A_CD45_POS_4_F05_S449_comb,-47.10980376,-29.19286267,cy80-CD45-pos-PD1-pos-C10-S130-comb,T,T,CY75_1_CD45_CD8_7__S247_comb,T,T
CY89A_Core_15_G08_S80_comb,-57.92408762,11.85701017,cy53-1-CD45-pos-2-D03-S999-comb,NK,NK,CY75_1_CD45_CD8_7__S194_comb,T,T
CY89A_CD45_POS_6_A05_S101_comb,80.29707918,-17.02502294,cy72-CD45-pos-A10-S874-comb,T,T,CY75_1_CD45_CD8_7__S254_comb,T,T
CY89A_CD45_POS_6_A06_S102_comb,44.9618257,-71.88654589,cy80-CD45-pos-PD1-pos-C02-S122-comb,T,T,CY75_1_CD45_CD8_7__S256_comb,T,T
CY89A_Core_15_H04_S88_comb,-58.30177535,14.13318076,cy53-1-CD45-pos-2-F03-S1023-comb,undefined,undefined,CY75_1_CD45_CD8_1__S78_comb,T,T
CY89A_CD45_POS_10_E06_S246_comb,83.46205237,-20.03194263,cy53-1-CD45-pos-2-C06-S990-comb,T,T,CY75_1_CD45_CD8_1__S14_comb,T,T
CY89A_Core_15_E06_S54_comb,27.99965602,-70.86810358,cy74-CD45-pos-C08-S704-comb,T,T,CY75_1_CD45_CD8_1__S73_comb,T,T
CY89A_Core_15_B08_S20_comb,24.51430723,-67.69042613,cy74-CD45-pos-F08-S740-comb,T,T,CY75_1_CD45_CD8_3__S104_comb,T,T
CY89A_CD45_POS_6_H10_S190_comb,74.21589426,-16.60221646,cy72-CD45-pos-C11-S899-comb,undefined,undefined,CY75_1_CD45_CD8_8__S363_comb,T,T
CY89A_CD45_POS_4_G12_S468_comb,-10.40325524,65.15040779,cy53-1-CD45-neg-B06-S306-comb,malignant,malignant,CY75_1_CD45_CD8_7__S240_comb,T,T
CY89A_CD45_POS_6_B01_S109_comb,4.604737024,43.42786235,cy53-1-CD45-pos-2-H02-S1046-comb,T,T,CY75_1_CD45_CD8_1__S21_comb,T,T
CY89A_CD45_POS_6_G12_S180_comb,28.55751809,-74.29048023,cy74-CD45-pos-C06-S702-comb,T,T,CY75_1_CD45_CD8_7__S224_comb,T,T
CY89A_CD45_POS_4_D11_S431_comb,-63.99273682,21.62126274,cy72-CD45-pos-B12-S888-comb,T,T,CY75_1_CD45_CD8_7__S252_comb,T,T
CY89A_Core_15_G09_S81_comb,76.56951702,-16.30019462,cy53-1-CD45-pos-2-A06-S966-comb,NK,NK,CY75_1_CD45_CD8_8__S368_comb,T,T
CY89A_Core_15_F06_S66_comb,-25.02508365,-67.18064506,cy53-1-CD45-neg-G03-S363-comb,malignant,malignant,CY75_1_CD45_CD8_3__S120_comb,T,T
CY89A_CD45_POS_10_F02_S254_comb,15.14977216,70.16060997,cy74-CD45-pos-B07-S691-comb,T,T,CY75_1_CD45_CD8_8__S303_comb,T,T
CY89A_CD45_POS_4_F10_S454_comb,32.67944232,-70.79128846,cy58-1-CD45-pos-F05-S641-comb,T,T,CY75_1_CD45_CD8_8__S355_comb,T,T
CY89A_CD45_POS_6_F07_S163_comb,43.9814352,-73.46808629,cy72-CD45-pos-C10-S898-comb,B,B,CY75_1_CD45_CD8_7__S205_comb,T,T
CY89A_CD45_POS_6_D01_S133_comb,37.86915728,-74.59254554,cy72-CD45-pos-H03-S951-comb,T,T,CY75_1_CD45_CD8_1__S2_comb,T,T
CY89A_CD45_POS_4_B01_S397_comb,82.05495565,-21.553846,cy53-1-CD45-neg-A07-S295-comb,malignant,malignant,CY75_1_CD45_CD8_3__S149_comb,T,T
CY89A_CD45_POS_6_C12_S132_comb,44.86761486,-74.068184,cy53-1-CD45-pos-2-E05-S1013-comb,T,T,CY75_1_CD45_CD8_3__S156_comb,T,T
CY89A_CD45_POS_6_D08_S140_comb,41.81162116,-72.64548358,cy82-CD45-pos-2-A10-S490-comb,T,T,CY75_1_CD45_CD8_1__S69_comb,T,T
CY89A_Core_15_G03_S75_comb,-62.68420151,21.55879966,cy72-CD45-pos-G12-S948-comb,T,T,CY75_1_CD45_CD8_7__S218_comb,T,T
CY89A_CD45_POS_4_A07_S391_comb,5.397539352,41.7395124,cy80-CD45-pos-PD1-pos-G12-S180-comb,T,T,CY75_1_CD45_CD8_1__S1_comb,T,T
CY89A_CD45_POS_4_B08_S404_comb,8.867785436,42.75372348,cy72-CD45-pos-D06-S906-comb,T,T,CY75_1_CD45_CD8_1__S6_comb,T,T
CY89A_Core_15_A04_S4_comb,29.12348455,-69.34933057,cy53-1-CD45-pos-2-B02-S974-comb,T,T,CY75_1_CD45_CD8_3__S112_comb,T,T
CY89A_CD45_POS_10_E12_S252_comb,-34.59680566,-31.15094554,cy82-CD45-pos-2-B04-S496-comb,undefined,undefined,CY75_1_CD45_CD8_7__S203_comb,T,T
CY89A_CD45_POS_10_A03_S195_comb,-22.01879808,-66.29034091,cy53-1-CD45-pos-1-A04-S4-comb,T,T,CY75_1_CD45_CD8_3__S155_comb,T,T
CY89A_Core_15_D10_S46_comb,-50.06177811,15.30653189,cy74-CD45-pos-C10-S706-comb,T,T,CY75_1_CD45_CD8_1__S63_comb,T,T
CY89A_CD45_POS_4_D01_S421_comb,79.26013279,-16.1071679,cy72-CD45-pos-C05-S893-comb,B,B,CY75_1_CD45_CD8_8__S337_comb,T,T
CY89A_Core_15_C03_S27_comb,41.09389286,-73.67616624,cy53-1-CD45-pos-1-F12-S72-comb,T,T,CY75_1_CD45_CD8_8__S344_comb,T,T
CY89A_CD45_POS_4_H06_S474_comb,30.06725795,-72.36735784,cy72-CD45-pos-B08-S884-comb,T,T,CY75_1_CD45_CD8_8__S354_comb,T,T
CY89A_CD45_POS_10_H11_S287_comb,77.24079677,-16.96818521,cy72-CD45-pos-A02-S866-comb,B,B,CY75_1_CD45_CD8_3__S111_comb,T,T
CY89A_Core_15_H08_S92_comb,5.419250645,46.12012833,cy53-1-CD45-neg-D05-S329-comb,malignant,malignant,CY75_1_CD45_CD8_7__S248_comb,T,T
CY89A_CD45_POS_6_C03_S123_comb,1.817403364,25.71523061,cy53-1-CD45-pos-1-C02-S26-comb,T,T,CY75_1_CD45_CD8_3__S184_comb,T,T
CY89A_CD45_POS_4_G11_S467_comb,-58.25191933,21.36075556,cy53-1-CD45-pos-1-H10-S94-comb,T,T,CY75_1_CD45_CD8_1__S23_comb,T,T
CY89A_Core_15_D09_S45_comb,-56.60627965,9.78294898,cy74-CD45-pos-F10-S742-comb,T,T,CY75_1_CD45_CD8_7__S288_comb,T,T
CY89A_CD45_POS_4_B03_S399_comb,-29.01614218,-68.35586356,cy58-1-CD45-pos-C08-S608-comb,Macrophage,Macrophage,CY75_1_CD45_CD8_7__S235_comb,T,T
CY89A_Core_15_D08_S44_comb,2.991749969,40.53080411,cy53-1-CD45-neg-G02-S362-comb,undefined,undefined,CY75_1_CD45_CD8_3__S169_comb,T,T
CY89A_CD45_POS_4_G06_S462_comb,79.92911811,-14.77999121,cy80-CD45-pos-PD1-pos-D04-S136-comb,T,T,CY75_1_CD45_CD8_7__S287_comb,T,T
CY89A_CD45_POS_6_A10_S106_comb,31.11079481,-71.2918669,cy74-CD45-pos-G05-S749-comb,T,T,CY75_1_CD45_CD8_3__S181_comb,T,T
CY89A_CD45_POS_4_E10_S442_comb,28.32591775,-67.92335073,cy58-1-CD45-pos-A06-S582-comb,T,T,CY75_1_CD45_CD8_8__S341_comb,T,T
CY89A_CD45_POS_10_H01_S277_comb,-48.40117731,-31.02886839,cy72-CD45-pos-F01-S925-comb,undefined,undefined,CY75_1_CD45_CD8_8__S304_comb,T,T
CY89A_CD45_POS_6_F03_S159_comb,73.11697472,-16.00116233,cy82-CD45-pos-2-A02-S482-comb,T,T,CY75_1_CD45_CD8_3__S113_comb,T,T
CY89A_Core_15_D06_S42_comb,27.17137654,-69.56772105,cy58-1-CD45-pos-C03-S603-comb,T,T,CY75_1_CD45_CD8_1__S66_comb,T,T
CY89A_CD45_POS_4_C08_S416_comb,5.974196508,51.86471041,cy53-1-CD45-pos-1-A10-S10-comb,T,T,CY75_1_CD45_CD8_3__S129_comb,T,T
CY89A_CD45_POS_4_H02_S470_comb,5.459291313,45.21411405,cy80-CD45-pos-PD1-pos-F08-S164-comb,T,T,CY75_1_CD45_CD8_8__S360_comb,T,T
CY89A_CD45_POS_6_A04_S100_comb,79.88688345,-19.40597014,cy72-CD45-pos-C03-S891-comb,T,T,CY75_1_CD45_CD8_8__S300_comb,T,T
CY89A_CD45_POS_4_B05_S401_comb,23.67396062,-58.79523552,cy58-1-CD45-pos-C01-S601-comb,B,B,CY75_1_CD45_CD8_1__S58_comb,T,T
CY89A_CD45_POS_10_G11_S275_comb,-52.13021699,16.40060754,cy53-1-CD45-pos-1-G05-S77-comb,T,T,CY75_1_CD45_CD8_1__S7_comb,T,T
CY89A_CD45_POS_4_G10_S466_comb,-27.74184078,-67.06839522,cy53-1-CD45-neg-H11-S383-comb,malignant,malignant,CY75_1_CD45_CD8_3__S117_comb,T,T
CY89A_CD45_POS_10_G09_S273_comb,-58.26951248,17.8377335,cy72-CD45-pos-B05-S881-comb,T,T,CY75_1_CD45_CD8_3__S134_comb,T,T
CY89A_Core_15_B11_S23_comb,6.650822151,51.09174885,cy74-CD45-pos-D04-S712-comb,T,T,CY75_1_CD45_CD8_1__S95_comb,T,T
CY89A_CD45_POS_4_A03_S387_comb,34.57163463,-73.65176806,cy58-1-CD45-pos-G08-S656-comb,T,T,CY75_1_CD45_CD8_7__S258_comb,T,T
CY89A_CD45_POS_6_E04_S148_comb,36.17613693,-15.52870185,cy58-1-CD45-pos-G12-S660-comb,T,T,CY75_1_CD45_CD8_8__S348_comb,T,T
CY89A_CD45_POS_4_C11_S419_comb,38.48426038,-74.36248812,cy74-CD45-pos-A03-S675-comb,T,T,CY75_1_CD45_CD8_7__S222_comb,T,T
CY89A_CD45_POS_6_G05_S173_comb,-59.89034428,20.85260047,cy72-CD45-pos-C01-S889-comb,T,T,CY75_1_CD45_CD8_3__S132_comb,T,T
CY89A_CD45_POS_6_A12_S108_comb,-53.59218565,25.29497117,cy80-CD45-pos-PD1-pos-D03-S135-comb,T,T,CY75_1_CD45_CD8_3__S139_comb,T,T
CY89A_CD45_POS_4_B11_S407_comb,29.65586915,-68.06302819,cy80-CD45-pos-PD1-pos-H02-S182-comb,T,T,CY75_1_CD45_CD8_3__S187_comb,T,T
CY89A_CD45_POS_4_H09_S477_comb,-61.80225306,18.21340523,cy72-CD45-pos-A03-S867-comb,B,B,CY75_1_CD45_CD8_7__S278_comb,T,T
CY89A_CD45_POS_4_B10_S406_comb,-61.7837218,15.17756544,cy58-1-CD45-pos-H03-S663-comb,T,T,CY75_1_CD45_CD8_7__S242_comb,T,T
CY89A_CD45_POS_10_E11_S251_comb,0.657391945,23.9858276,cy80-CD45-pos-PD1-pos-G09-S177-comb,T,T,CY75_1_CD45_CD8_8__S334_comb,T,T
CY89A_CD45_POS_4_E06_S438_comb,46.51178749,-75.58616003,cy80-CD45-pos-PD1-pos-D06-S138-comb,T,T,CY75_1_CD45_CD8_8__S384_comb,T,T
CY89A_Core_15_B07_S19_comb,-45.74475019,-27.31266368,cy58-1-CD45-pos-A03-S579-comb,T,T,CY75_1_CD45_CD8_7__S265_comb,T,T
CY89A_Core_15_A06_S6_comb,-47.89402417,-1.07368924,cy58-1-CD45-pos-D09-S621-comb,T,T,CY75_1_CD45_CD8_3__S127_comb,T,T
CY89A_CD45_POS_4_G07_S463_comb,-56.83034384,22.22251764,cy58-1-CD45-pos-B06-S594-comb,T,T,CY75_1_CD45_CD8_1__S61_comb,T,T
CY89A_CD45_POS_4_G04_S460_comb,-40.87457247,-30.7929068,cy82-CD45-pos-2-F01-S541-comb,T,T,CY75_1_CD45_CD8_1__S12_comb,T,T
